,corp_code,corp_name,stock_code
1815,01692321,미래에셋비전스팩2호,446190
1886,01702424,미래에셋비전스팩3호,448830
2038,01814233,미래에셋비전스팩4호,477380
2332,01817249,미래에셋비전스팩5호,477470
2455,01819867,미래에셋비전스팩6호,478440
2390,00112332,미래에셋생명,85620
1153,00111722,미래에셋증권,6800
1483,00876209,미래엔에듀파트너,208890
72,00447760,미래컴퍼니,49950
541,01047840,미스터블루,207760
1602,00121932,미원상사,2840
82,01234297,미원에스씨,268280
1220,00706715,미원홀딩스,107590
1263,00855163,미원화학,134380
1174,01547933,미쥬,351020
89,00122056,미창석유공업,3650
657,00366942,미코,59090
1117,01049167,미코바이오메드,214610
2634,00965813,미투온,201490
2169,01689035,민테크,452200
2265,01467451,밀리의서재,418470
159,01046708,바디텍메드,206640
1269,00122205,바른손,18700
1262,00259590,바른손이앤에이,35620
2571,00533809,바스칸바이오제약,354390
2563,00216027,바이넥스,53030
1862,00403793,바이브컴퍼니,301300
701,00622787,바이오노트,377740
2285,00326731,바이오니아,64550
868,01117413,바이오다인,314930
1313,01047707,바이오로그디바이스,208710
2613,00560982,바이오솔루션,86820
908,00240857,바이오스마트,38460
189,01160974,바이오에프디엔씨,251120
1621,01110058,바이오인프라,199730
1099,01130885,바이오인프라생명과학,266470
2519,01352575,바이오텐,289170
850,00447502,바이오톡스텍,86040
838,00669450,바이오프로테크,199290
306,00636656,바이오플러스,99430
1966,00232089,바이온,32980
1074,01335790,바이젠셀,308080
1934,00264255,바텍,43150
631,01335851,박셀바이오,323990
199,00122348,방림,3610
155,01182240,배럴,267790
1722,00122472,백광산업,1340
2109,00360036,백금T&A,46310
788,00122551,백산,35150
1575,01398151,밸로프,331520
1115,01605529,버넥트,438700
1729,00378220,버킷스튜디오,66410
1537,00122694,범양건영,2410
2264,01435489,범한퓨얼셀,382900
1416,01043853,베노티앤알,206400
2221,00267906,베뉴지,19010
1298,00813389,베셀,177350
1830,01622331,벨로크,424760
600,00122898,벽산,7210
47,00568461,보광산업,225530
2180,01124680,보라티알,250000
238,00123107,보락,2760
1203,00123143,보령,3850
866,01327746,보로노이,310210
39,00267881,보성파워텍,6910
926,00123541,보해양조,890
78,01098792,본느,226340
1664,00756163,볼빅,206950
2536,00123718,부광약품,3000
973,00123772,부국증권,1270
651,00123781,부국철강,26940
1374,00243067,부방,14470
259,00124027,부산산업,11390
451,00124151,부산주공,5030
546,00124276,부스타,8470
1803,01344202,뷰노,338220
104,00609324,뷰웍스,100120
1668,01147487,뷰티스킨,406820
1586,01391103,브랜드엑스코퍼레이션,337930
1517,00642897,브레인즈컴퍼니,99390
731,00359076,브리지텍,64480
1105,01227039,브릿지바이오,288330
461,01354740,브이씨,365900
1950,00544577,브이엠,89970
143,01027794,브이원텍,251630
1673,00150165,브이티,18290
2237,01559637,블루엠텍,439580
1971,00238001,블루콤,33560
550,00611286,블루탑,191600
2214,01508855,블리츠웨이스튜디오,369370
881,00563518,비나텍,126340
1696,00693651,비덴트,121800
1521,00533191,비보존 제약,82800
2416,01153105,비비씨,318410
672,00107677,비비안,2070
2698,00520887,비상교육,100220
406,01506848,비스토스,419540
181,01301623,비씨엔씨,146320
2567,00256043,비씨월드제약,200780
1756,01462739,비아이매트릭스,413640
346,00610083,비아트론,141000
1731,00447609,비에이치,90460
2480,00409788,비에이치아이,83650
961,01689336,비엔케이제1호스팩,445360
1473,01800285,비엔케이제2호스팩,473370
2228,00384717,비엘팜텍,65170
1354,00524786,비엠티,86670
1442,01406618,비올,335890
2374,01110076,비유테크놀러지,230980
85,01014657,비즈니스온,138580
663,00154718,비츠로셀,82920
1674,00201432,비츠로시스,54220
524,00103644,비츠로테크,42370
2403,00369569,비케이홀딩스,50090
1918,00980043,비큐AI,148780
2052,01326792,비투엔,307870
656,01381984,비트나인,357880
1707,00231707,비트컴퓨터,32850
2508,01109070,비피도,238200
441,00478900,빅솔론,93190
2194,00385363,빅텍,65450
1560,00550082,빅텐츠,210120
2451,00173449,빌리언스,44480
2463,00124726,빙그레,5180
1998,00367482,빛과전자,69540
958,00359261,빛샘전자,72950
1205,00990396,뿌리깊은나무들,266170
2361,01283974,삐아,451250
1578,00857480,사람인,143240
986,00109718,사조대림,3960
2318,00137252,사조동아원,8040
525,00124799,사조산업,7160
1577,00124780,사조씨푸드,14710
2648,00141875,사조오양,6090
1593,01676642,사피엔반도체,452430
1133,01516368,산돌,419120
1887,00366438,산일전기,62040
2009,00799177,삼기,122350
1640,01526806,삼기이브이,419050
116,00125488,삼륭물산,14970
665,00125646,삼목에스폼,18310
2258,00125664,삼미금속,12210
879,00351092,삼보모터스,53700
1840,00125822,삼보산업,9620
16,00125938,삼보판지,23600
2535,00125974,삼부토건,1470
1997,00126308,삼성E&A,28050
2441,01688896,삼성FN리츠,448730
443,00126362,삼성SDI,6400
1498,00126201,삼성공조,6660
1549,00149655,삼성물산,28260
2136,00877059,삼성바이오로직스,207940
2641,00126256,삼성생명,32830
819,01624162,삼성스팩6호,425290
818,01675227,삼성스팩7호,439250
1531,01700921,삼성스팩8호,448740
1824,01786514,삼성스팩9호,468510
634,00126186,삼성에스디에스,18260
518,00126371,삼성전기,9150
1955,00126380,삼성전자,5930
2537,00126414,삼성제약,1360
2643,00126478,삼성중공업,10140
2637,00104856,삼성증권,16360
997,00423690,삼성출판사,68290
721,00126292,삼성카드,29780
1579,00139214,삼성화재해상보험,810
2629,00126779,삼아알미늄,6110
2538,00126788,삼아제약,9300
2499,00896285,삼양사,145990
2467,00126955,삼양식품,3230
911,00127042,삼양통상,2170
1288,01060814,삼양패키징,272550
445,00126937,삼양홀딩스,70
1300,00127255,삼영,3720
2019,00127167,삼영무역,2810
65,00405506,삼영에스앤씨,361670
1868,00250614,삼영엠텍,54540
1013,00288343,삼영이엔씨,65570
215,00127200,삼영전자공업,5680
1287,00191588,삼원강재,23000
1428,00127802,삼익THK,4380
808,00127857,삼익악기,2450
438,00127909,삼일,32280
558,00127936,삼일기업공사,2290
1484,00109806,삼일씨엔에스,4440
2539,00128032,삼일제약,520
1167,00128227,삼정펄프,9770
933,00128315,삼지전자,37460
1589,00173351,삼진,32750
1092,00239514,삼진엘앤디,54090
2540,00128412,삼진제약,5500
2541,00128546,삼천당제약,250
724,00128555,삼천리,4690
1444,00128607,삼천리자전거,24950
2127,00239639,삼표시멘트,38500
1582,00262266,삼현,437730
947,00128926,삼현철강,17480
34,00128980,삼호개발,10960
738,00301112,삼화네트웍스,46390
1452,00129235,삼화왕관,4450
617,00129271,삼화전기,9470
747,00129280,삼화전자공업,11230
11,00129350,삼화콘덴서공업,1820
437,00129387,삼화페인트공업,390
249,00129615,상보,27580
909,00306162,상상인,38540
2046,01604371,상상인제3호스팩,415580
1489,01717170,상상인제4호스팩,452670
2004,00112059,상상인증권,1290
1070,00129642,상신브레이크,41650
235,00480783,상신이디피,91580
1499,00760999,상신전자,263810
503,00181299,상아프론테크,89980
2072,00232007,상지건설,42940
1564,00147994,새로닉스,42600
2694,00305668,새론오토모티브,75180
167,00862880,새빗켐,107600
1574,01242241,샌즈랩,411080
2182,01199727,샘씨엔에스,252990
316,00130091,샘표,7540
2501,01167056,샘표식품,248170
1596,01387164,샤페론,378800
196,00867973,서남,294630
507,00373447,서린바이오,38070
341,00130383,서부T&D,6730
683,00130408,서산,79650
421,00166528,서암기계공업,100660
413,00163114,서연,7860
18,01036446,서연이화,200880
2148,00153278,서연탑메탈,19770
312,00130684,서울도시가스,17390
1219,00305570,서울리거,43710
1226,00488402,서울바이오시스,92190
1924,00130763,서울반도체,46890
2471,00130879,서울식품공업,4410
898,00410915,서울옥션,63170
1208,00130587,서울전자통신,27040
2543,00131018,서울제약,18680
2163,00131197,서원,21050
568,00445799,서원인텍,93920
1607,00869272,서전기전,189860
2412,00838005,서진시스템,178320
261,00800145,서진오토모티브,122690
1807,00599285,서플러스글로벌,140070
335,00131504,서한,11370
807,00220622,서호전기,65710
667,00131692,서흥,8490
1742,00219848,서희건설,35890
875,00921916,석경에이티,357550
727,00131896,선광,3100
2681,00131939,선도전기,7610
2569,00407036,선바이오,67370
513,00327819,선익시스템,171090
2497,00855093,선진,136490
134,00132202,선진뷰티사이언스,86710
28,00132318,성광벤드,14620
410,00216498,성도이엔지,37350
775,00132628,성문전자,14910
1435,00132725,성보화학,3080
485,00132804,성신양회,4980
1909,00132868,성안머티리얼스,11300
581,00364306,성우전자,81580
555,00350482,성우테크론,45300
1930,00132992,성우하이텍,15750
729,01274329,성일하이텍,365340
710,00133335,성창기업지주,180
2599,00486370,성창오토텍,80470
2069,00317210,성호전자,43260
1523,00913689,세경하이테크,148150
955,00133618,세기상사,2420
1075,01305869,세니젠,188260
27,00133663,세동,53060
1177,01416572,세림B&G,340440
1209,00133751,세명전기,17510
962,00133812,세방,4360
1509,00133858,세방전지,4490
811,00133876,세보엠이씨,11560
1726,01575361,세븐브로이맥주,267080
1035,00534701,세아메카닉스,396300
1761,00106669,세아베스틸지주,1430
1432,01325979,세아제강,306200
2075,00124197,세아제강지주,3030
1331,00133991,세아특수강,19440
1611,00377610,세아홀딩스,58650
1942,00134176,세우글로벌,13000
2287,00362201,세운메디칼,100700
1801,00173591,세원물산,24830
1851,00585219,세원이앤씨,91090
180,00134316,세원정공,21820
2093,00422895,세이브존I&C,67830
329,00959229,세종메디칼,258830
2114,00268002,세종텔레콤,36630
1989,00264671,세중,39310
505,00415628,세진중공업,75580
869,00406727,세진티에스,67770
44,00351630,세코닉스,53450
1828,01091382,세토피아,222810
339,01169267,세화피앤씨,252500
1297,01593668,센서뷰,321370
1396,01023318,센코,347000
2143,01114586,셀레믹스,331920
2123,00310156,셀루메드,49180
122,01235296,셀리드,299660
1946,01182444,셀리버리,268600
963,00666064,셀바스AI,108860
994,01047451,셀바스헬스케어,208370
2184,01288410,셀바이오휴먼텍,318160
2615,01117918,셀젠텍,258250
2622,00413046,셀트리온,68270
2572,00541349,셀트리온제약,68760
1859,00308896,셀피글로벌,68940
1424,00363510,소니드,60230
1628,00605522,소룩스,290690
1661,01442115,소마젠,950200
1373,00204226,소프트센,32680
284,01182408,소프트캠프,258790
1418,00306870,손오공,66910
2685,00220109,솔고바이오,43100
2256,01412822,솔루스첨단소재,336370
2167,01159233,솔루엠,248070
676,00249982,솔본,35610
41,01489648,솔브레인,357780
162,00247975,솔브레인홀딩스,36830
1985,01050738,솔트룩스,304100
2366,01390399,솔트웨어,328380
430,00134963,송원산업,4430
2639,00303794,쇼박스,86980
1189,00577016,수산아이앤티,50960
1856,00193328,수산인더스트리,126720
2391,00135111,수산중공업,17550
2107,00243979,수성웹툰,84180
2295,01063954,수젠텍,253840
188,00830447,수프로,185190
1291,01012640,슈어소프트테크,298830
268,01124653,슈프리마,236200
358,00599957,슈프리마에이치큐,94840
743,00917861,슈피겐코리아,192440
1705,01555215,스마트레이더시스템,424960
1096,00580056,스맥,99440
2328,00276083,스카이문스테크놀로지,33790
58,01290248,스코넥,276040
1137,00896753,스킨앤스킨,159910
2338,01035289,스타에스엠리츠,204210
2348,00373571,스타코링크,60240
1460,00405959,스타플렉스,115570
1148,01305249,스톤브릿지벤처스,330730
1255,01226270,스톰테크,352090
1426,01168684,스튜디오드래곤,253450
630,01139965,스튜디오미르,408900
327,01046203,스튜디오산타클로스,204630
1712,01540815,스튜디오삼익,415380
105,00117498,스틱인베스트먼트,26890
278,00136165,스페코,13810
2358,01036367,스피어파워,203690
750,00135467,승일,49830
1703,00170026,시공테크,20710
2191,00158219,시그네틱스,33170
2427,00475985,시너지이노베이션,48870
405,00203023,시노펙스,25320
1347,00852087,시디즈,134790
1527,01188378,시스웍,269620
1874,00148984,시알홀딩스,480
1217,01284751,시지트로닉스,429270
1748,01579570,시큐레터,418250
2035,00402110,시큐브,131090
1508,01113499,시큐센,232830
2085,01384787,시프트업,462870
209,00135777,신대양제지,16590
931,00961570,신도기연,290520
2392,00135795,신도리코,29530
1724,00135962,신라교역,4970
2372,00135999,신라섬유,1000
2062,00136004,신라에스지,25870
369,00919966,신라젠,215600
2076,00136226,신성델타테크,65350
2119,00761183,신성에스티,416180
1635,00136271,신성이엔지,11930
154,00136341,신성통상,5390
2645,00136378,신세계,4170
1606,00219486,신세계I&C,35510
1912,00217947,신세계건설,34300
1651,00234412,신세계인터내셔날,31430
38,00274933,신세계푸드,31440
702,00136402,신송홀딩스,6880
2418,00958664,신스틸,162300
2099,01130849,신시웨이,290560
2545,00136448,신신제약,2800
1710,01796858,신영스팩10호,472220
576,01656374,신영스팩8호,430220
592,01689938,신영스팩9호,445970
1853,00136624,신영와코루,5800
203,00136721,신영증권,1720
283,00136864,신원,9270
393,00136925,신원종합개발,17000
796,00173698,신일전자,2700
2546,00137058,신일제약,12790
531,00577380,신진에스엠,138070
895,01344336,신테카바이오,226330
990,00137368,신풍,2870
2547,00137359,신풍제약,19170
2509,01714997,신한글로벌액티브리츠,481850
2661,01436558,신한서부티엔디리츠,404990
1992,01276594,신한알파리츠,293940
2614,01616482,신한제10호스팩,418210
2616,01719105,신한제11호스팩,452980
2618,01809569,신한제12호스팩,474660
2617,01807747,신한제13호스팩,474930
1653,00382199,신한지주,55550
1202,00228350,신화인터텍,56700
774,00925189,신화콘텍,187270
538,00173795,신흥,4080
373,00807379,신흥에스이씨,243840
717,00982023,실리콘투,257720
2179,01095722,심텍,222800
347,00152127,심텍홀딩스,36710
1186,00659161,싸이맥스,160980
1491,01293953,싸이버원,356890
2001,01046391,싸이토젠,217330
1168,00681142,쌍방울,102280
1453,00138303,쌍용정보통신,10280
1423,00138057,써니전자,4770
206,00963000,썬테크,217320
298,01049422,썸에이지,208640
2098,01091054,쎄노텍,222420
476,00239596,쎄니트,37760
2485,00449254,쎄트렉아이,99320
891,00357430,쎌바이오텍,49960
1077,00561723,쏘닉스,88280
1923,01026157,쏘카,403550
1713,00364403,쏠리드,50890
1672,00492706,씨싸이트,109670
1973,00249441,씨씨에스,66790
1657,01090471,씨아이에스,222080
2477,00127158,씨아이테크,4920
2517,01085187,씨알푸드,236030
251,00762377,씨앗,103660
2657,01226410,씨앤씨인터내셔널,352480
627,01116380,씨앤에스링크,245450
1427,00605328,씨앤지하이테크,264660
575,00875237,씨앤투스,352700
2333,01514227,씨어스테크놀로지,458870
2173,00765462,씨에스베어링,297090
1958,00670340,씨에스윈드,112610
1312,00800084,씨엑스아이,900120
735,01487446,씨엔알리서치,359090
26,01114559,씨엔티드림,286000
624,00660033,씨엔플러스,115530
682,00681249,씨유메디칼,115480
1773,01315042,씨유박스,340810
394,00575106,씨유테크,376290
964,00991298,씨이랩,189330
2633,00788773,씨젠,96530
1204,00520610,씨큐브,101240
2057,00362292,씨티씨바이오,60590
1123,00450010,씨티알모빌리티,308170
1116,01144028,씨티케이,260930
1311,00349811,씨티프라퍼티,52300
2086,01601222,씨피시스템,413630
551,00138446,아가방컴퍼니,13990
616,00761952,아나패스,123860
790,00161781,아난티,25980
2630,00138516,아남전자,8700
1481,00611912,아모그린텍,125210
1190,00583424,아모레퍼시픽,90430
1555,00154462,아모레퍼시픽그룹,2790
511,01012987,아모센스,357580
1214,00298447,아모텍,52710
2407,00466428,아미노로직스,74430
2487,00545734,아미코젠,92040
75,00442145,아바코,83930
87,00442048,아바텍,149950
299,00138598,아비코전자,36010
578,00138701,아세아,2030
508,00990165,아세아시멘트,183190
317,00138729,아세아제지,2310
1326,00138747,아세아텍,50860
1180,00145437,아센디오,12170
1832,00922304,아셈스,136410
2018,01157235,아스타,246720
1438,00409681,아스트,67390
131,00561732,아스플로,159010
813,00665676,아시아경제,127710
2696,00458234,아시아나IDT,267850
1842,00138792,아시아나항공,20560
1811,00867478,아시아종묘,154030
1524,01080687,아우딘퓨쳐스,227610
760,00883980,아이디스,143160
767,00359580,아이디스홀딩스,54800
64,01213586,아이디피,332370
157,00360142,아이마켓코리아,122900
1143,01414422,아이비김영,339950
2363,01678312,아이빔테크놀로지,460470
1812,00550994,아이센스,99190
1572,00983934,아이스크림에듀,289010
948,00612489,아이쓰리시스템,214430
841,00298377,아이씨디,40910
2235,01302853,아이씨에이치,368600
2026,01373709,아이씨티케이,456010
603,00365758,아이앤씨,52860
2669,00115977,아이에스동서,10780
2065,00426068,아이에스이커머스,69920
741,00252269,아이에이,38880
1573,00154426,아이에이치큐,3560
2578,01326279,아이엘사이언스,307180
1207,00609634,아이엠,101390
2600,01497373,아이엠비디엑스,461030
1296,01579020,아이엠지티,456570
1823,01546101,아이엠티,451220
1357,01680131,아이오바이오,447690
2325,00543204,아이오케이,78860
391,00365624,아이윈,90150
1362,00615723,아이윈플러스,123010
2105,00200910,아이즈비전,31310
1991,00945457,아이진,185490
472,00407285,아이컴포넌트,59100
119,00861100,아이케이세미콘,149010
456,01146822,아이퀘스트,262840
2573,00554352,아이큐어,175250
1540,00405719,아이크래프트,52460
694,00626011,아이텍,119830
1808,00346911,아이톡시,52770
2435,00620868,아이티센,124500
107,01429840,아이티아이즈,372800
338,00579980,아이티엠반도체,84850
1492,00692254,아이패밀리에스씨,114840
1768,00156895,아주IB투자,27360
35,00486705,아주스틸,139990
770,00201131,아즈텍WB,32080
983,00139083,아진산업,13310
749,00404288,아진엑스텍,59120
1654,00595182,아톤,158430
2360,01116502,아티스트유나이티드,321820
1385,00578130,아퓨어스,149300
1903,00677334,아하,102950
2548,00139205,안국약품,1540
586,00298270,안랩,53800
784,01115044,안지오랩,251280
138,00631837,안트로젠,65660
355,01309795,알로이스,297570
281,00117027,알루코,1780
2288,00447007,알리코제약,260660
1271,00229030,알멕,354320
124,01303029,알비더블유,361570
1917,00838962,알서포트,131370
425,00858124,알에스오토메이션,140670
1430,00516246,알에프세미,96610
655,00309831,알에프텍,61040
609,00915508,알엔투테크놀로지,148250
2267,01405451,알체라,347860
778,00989619,알테오젠,196170
2058,00821607,알톤,123750
1861,00364254,알티캐스트,85810
899,00605124,알파홀딩스,117670
2595,01182259,알피바이오,314140
191,01265251,압타머사이언스,291650
1193,01251595,압타바이오,293780
1822,00139454,애경산업,18250
2609,00936787,애경케미칼,161000
2259,01507810,애니메디솔루션,390110
2135,00808086,애니젠,196300
1356,01335578,애니플러스,310200
2168,01259056,애닉,299910
100,01022902,애드바이오텍,179530
2014,00781202,애머릿지,900100
938,01042429,액션스퀘어,205500
695,00348034,액토즈소프트,52790
68,01141942,액트로,290740
1382,00942131,앤디포스,238090
1439,00537337,앤씨앤,92600
1344,01207716,앱코,129890
177,00991191,앱클론,174900
495,00875307,야스,255440
184,00139685,양지사,30960
1421,00591441,어보브반도체,102120
1411,00971090,어스앤에어로스페이스,263540
746,01073678,얼라인드,238120
1704,00607797,엄지하우스,224810
2677,00169215,에너토크,19990
940,00139764,에넥스,11090
178,01201590,에브리봇,270660
239,00264635,에스넷,38680
444,00854997,에스디바이오센서,137310
1617,01099667,에스디생명공학,217480
652,00604815,에스디시스템,121890
2364,00791209,에스메디,118000
2597,01258020,에스바이오메딕스,304360
2111,00567897,에스비비테크,389500
534,00171867,에스씨디,42110
1940,01110474,에스씨엠생명과학,298060
1741,00120906,에스아이리소스,65420
158,01187458,에스알바이오텍,270210
801,00137012,에스앤더블류,103230
2489,00560849,에스앤디,260970
213,00411048,에스앤에스텍,101490
1590,00585538,에스에너지,95910
1334,01250374,에스에스알,275630
331,00128661,에스에이엠티,31330
935,00379229,에스에이티,60540
2335,01440153,에스에이티이엔지,351320
464,00358271,에스에프에이,56190
830,00455981,에스엔유,80000
1272,00125521,에스엘,5850
2439,00957568,에스엘에너지,214310
1249,01112700,에스엘에스바이오,246250
477,01109122,에스엘테라퓨틱스,258540
1975,00260930,에스엠,41510
1160,00147860,에스엠벡셀,10580
1562,01203507,에스엠비나,299670
1919,00137915,에스엠코어,7820
2340,01686427,에스오에스랩,464080
1227,00535481,에스와이,109610
1206,01135084,에스와이스틸텍,365330
2650,00158501,에스원,12750
1072,00180865,에스유홀딩스,31860
486,01222432,에스제이그룹,306040
1046,00815369,에스제이엠,123700
1631,00181943,에스제이엠홀딩스,25530
2115,00134510,에스제이지세종,33530
111,01139497,에스제이켐,217910
1623,00878696,에스케이바이오팜,326030
846,00573269,에스코넥,96630
469,00306719,에스텍,69510
858,01014055,에스트래픽,234300
411,00298340,에스티아이,39440
792,00612188,에스티오,98660
803,00273110,에스티큐브,52020
2339,00871833,에스티팜,237690
1005,00340272,에스폴리텍,50760
1366,01257872,에스퓨얼셀,288620
1519,01381391,에스피소프트,443670
1544,00624749,에스피시스템스,317830
296,00220686,에스피지,58610
910,00203209,에쎈테크,43340
890,00121969,에쓰씨엔지니어링,23960
2704,00651901,에어부산,298690
1957,01409022,에이디엠코리아,187660
1395,00356927,에이디칩스,54630
1771,00657002,에이디테크놀로지,200710
965,00608839,에이루트,96690
112,00860730,에이리츠,140910
1057,00400857,에이블씨엔씨,78520
1743,01256864,에이비엘바이오,298380
92,00977377,에이비온,203400
2410,00620558,에이비프로바이오,195990
951,00140052,에이스침대,3800
1522,00556907,에이스테크,88800
193,00975290,에이스토리,241840
2384,01290132,에이아이더뉴트리진,311960
2188,01538528,에이에스텍,453860
1795,01223219,에이에프더블류,312610
577,00143314,에이엔피,15260
1671,00493325,에이엘티,172670
906,00614089,에이원알폼,234070
2061,01540453,에이직랜드,445090
1922,01011368,에이치브이엠,295310
675,00527464,에이치시티,72990
960,00311216,에이치엔에스하이텍,44990
2502,01011438,에이치엘사이언스,239610
1108,01767494,에이치엠씨제6호스팩,462020
2453,01813377,에이치엠씨제7호스팩,477340
1336,00885906,에이치와이티씨,148930
805,00235183,에이치케이,44780
2504,01068737,에이치피오,357230
1171,01444380,에이텀,355690
2150,00384887,에이테크솔루션,71670
1237,00256502,에이텍,45660
1052,01099861,에이텍모빌리티,224110
913,00161462,에이티넘인베스트,21080
2425,00458562,에이티세미콘,89530
2411,00667425,에이팩트,200470
698,00832700,에이펙스인텍,207490
1996,00604268,에이프로,262260
1071,00152385,에이프로젠,7460
2525,00101044,에이프로젠바이오로직스,3060
1034,01375822,에이프릴바이오,397030
2246,00684802,에이플러스에셋,244920
1516,01190568,에이피알,278470
220,01108442,에치에프알,230240
1365,01029394,에코마케팅,230360
1154,00287812,에코바이오,38870
1695,00562360,에코볼트,97780
1462,01218299,에코아이,448280
1100,00619640,에코앤드림,101360
2175,00870481,에코캡,128540
1228,00536541,에코프로,86520
1129,01311408,에코프로머티,450080
835,01160363,에코프로비엠,247540
1814,01566248,에코프로에이치엔,383310
2393,00139153,에코플라스틱,38110
1792,00442561,에프알텍,73540
1264,00331016,에프앤가이드,64850
334,00223434,에프에스티,36810
344,00925295,에프엔씨엔터,173940
307,00476036,에프엔에스테크,83500
1175,01281541,에피바이오텍,446440
885,00360577,엑사이엔씨,54940
2292,00956028,엑세스바이오,950130
2367,01492217,엑셀세라퓨틱스,373110
1142,01042085,엑셈,205100
1165,01372782,엑스게이트,356680
2319,00683007,엑스큐어,70300
1643,01231786,엑스페릭스,317770
1952,01514698,엑스플러스,373200
2096,00611736,엑시콘,92870
171,00964595,엔바이오니아,317870
1532,00146436,엔브이에이치코리아,67570
946,01051065,엔비티,236810
966,01018802,엔솔바이오사이언스,140610
1660,01310773,엔시스,333620
900,00641393,엔시트론,101400
2220,00261443,엔씨소프트,36570
1583,01011872,엔에스엠,238170
2021,00929228,엔에스컴퍼니,224760
211,01619513,엔에이치스팩23호,422040
862,01674538,엔에이치스팩24호,437780
366,01674468,엔에이치스팩25호,438580
365,01675254,엔에이치스팩26호,439410
350,01677429,엔에이치스팩27호,440820
1061,01712616,엔에이치스팩29호,451700
1170,01785056,엔에이치스팩30호,466910
2349,01834194,엔에이치스팩31호,481890
580,00983271,엔에이치엔,181710
364,01217829,엔에프씨,265740
1393,01397903,엔젠바이오,354200
2210,01592049,엔젤로보틱스,455900
454,01587056,엔젯,419080
1690,00521433,엔지브이아이,93510
1898,01084364,엔지스테크널러지,208860
128,00606886,엔지켐생명과학,183490
1345,00172228,엔케이,85310
2139,00977650,엔케이맥스,182400
233,01011526,엔켐,348370
2642,00415707,엔텔스,69410
949,01105621,엔투텍,227950
2234,01276901,엔피,291230
554,00876643,엔피디,198080
2446,00108038,엔피씨,4250
1969,00108490,엔피케이,48830
967,00540571,엘디티,96870
779,01119651,엘리비젼,276240
45,00838500,엘브이엠씨,900140
1794,01181515,엘앤씨바이오,290650
1367,00398701,엘앤에프,66970
1337,00918222,엘앤케이바이오,156100
2638,00105855,엘에스일렉트릭,10120
375,01264234,엘에이티,311060
1149,00494218,엘엠에스,73110
277,00484682,엘오티베큠,83310
907,00242712,엘컴텍,37950
780,00866062,엘티씨,170920
777,00397058,엠게임,58630
67,00396925,엠로,58970
1570,00136642,엠벤처투자,19590
2272,00877174,엠브레인,169330
1358,00564562,엠씨넥스,97520
1156,01497142,엠아이큐브솔루션,373170
1980,00531829,엠아이텍,179290
2456,00121154,엠에스씨,9780
2695,00259545,엠에스오토텍,123040
2359,01384477,엠에프엠코리아,323230
2103,00110884,엠젠솔루션,32790
1126,00121686,엠케이전자,33160
1330,00670766,엠투아이,347890
1841,00143226,엠투엔,33310
1639,00833064,엠플러스,259630
2036,00766106,엣지파운드리,105550
79,00532129,영림원소프트랩,60850
1827,00140779,영보화학,14440
996,00569646,영우디에스피,143540
1805,00776820,영원무역,111770
1746,00140964,영원무역홀딩스,9970
2549,00141149,영진약품,3520
713,00141307,영풍,670
253,00141389,영풍정밀,36560
2324,00141404,영풍제지,6740
1011,00141413,영화금속,12280
494,00659976,영화테크,265560
1843,00141477,영흥,12160
1983,00259934,예림당,36000
396,01166109,예선테크,250930
1603,00362858,예스24,53280
293,00105101,예스코홀딩스,15360
325,00530556,예스티,122640
24,01169434,오가닉티코스메틱,900300
2330,01085442,오건에코텍,212310
599,00220969,오공,45060
222,00529815,오디텍,80520
2474,00141529,오뚜기,7310
1538,00141556,오로라,39830
1614,01016479,오로스테크놀로지,322310
2223,00297989,오르비텍,46120
748,00141608,오리엔탈정공,14940
1686,00141626,오리엔트바이오,2630
579,00300405,오리엔트정공,65500
2505,01238169,오리온,271560
479,00117577,오리온홀딩스,1800
2394,00141671,오리콤,10470
1254,01472930,오브젠,417860
93,00494546,오비고,352910
2323,00226547,오상자이엘,53980
2382,00260657,오상헬스케어,36220
1896,00350048,오성첨단소재,52420
2568,00263654,오스코텍,39200
896,01082348,오스테오닉,226400
2626,00175173,오스템,31510
2524,01491607,오에스피,368970
236,00571483,오이솔루션,138080
1754,00543107,오킨스전자,80580
626,00397289,오텍,67170
73,01084294,오토앤,353590
1007,00867849,오파스넷,173130
1152,01585155,오픈놀,440320
428,00335076,오픈베이스,49480
637,01571107,오픈엣지테크놀로지,394280
1231,01335453,오하임앤컴퍼니,309930
50,01070149,올리패스,244460
1676,01113718,올릭스,226950
693,00265005,옴니시스템,57540
2577,00831428,옵투스제약,131030
2583,00327396,옵트론텍,82210
265,00660291,옵티시스,109080
1051,01506990,옵티코어,380540
2293,00971726,옵티팜,153710
1961,01406265,와이랩,432430
1850,01226234,와이바이오로직스,338840
565,00759294,와이솔,122990
2345,01109539,와이씨,232140
1276,00619507,와이씨켐,112290
2693,00250137,와이어블,65530
968,00190756,와이엔텍,67900
1847,00140858,와이엠,7530
460,00870861,와이엠씨,155650
1310,01215618,와이엠텍,273640
1216,00602172,와이엠티,251370
1920,00370200,와이오엠,66430
1630,01236532,와이즈버즈,273060
892,00139719,와이지-원,19210
2434,00613318,와이지엔터테인먼트,122870
1970,00144720,와이투솔루션,11690
1727,01015160,와이팜,332570
1542,00455875,와토스코리아,79000
1902,01299106,우듬지팜,403490
1349,01350869,우리금융지주,316140
103,00231044,우리기술,32820
872,00231664,우리기술투자,41190
1420,00664048,우리넷,115440
612,00296005,우리로,46970
2473,00369107,우리바이오,82850
